District ,Block,Status,Arima Prediction,Expected
VISAKHAPATNAM,GAJUVAKA ,safe,downward trend,Semi-critical
VISAKHAPATNAM,K.KOTAPADU ,safe,downward trend,Semi-critical
VISAKHAPATNAM,MAKAVARAPALEM ,safe,downward trend,Semi-critical
VISAKHAPATNAM,MUNAGAPAKA ,safe,downward trend,Semi-critical
VISAKHAPATNAM,NAKKAPALLI ,safe,downward trend,Semi-critical
VISAKHAPATNAM,PADERU ,safe,downward trend,Semi-critical
VISAKHAPATNAM,PENDURTI ,safe,downward trend,Semi-critical
VISAKHAPATNAM,RAMBILLI ,safe,downward trend,Semi-critical
VISAKHAPATNAM,ROLUGUNTA ,safe,downward trend,Semi-critical
VISAKHAPATNAM,VSP URBAN ,safe,downward trend,Semi-critical
VIZIANAGARAM,DENKADA ,semi-critical,downward trend,Critical
VIZIANAGARAM,JAMI ,Saline,downward trend,NA
VIZIANAGARAM,RAMABHADRAPURAM ,Saline,upward trend,NA
VIZIANAGARAM,BADANGI ,safe,upward trend,Safe
VIZIANAGARAM,BALIJIPETA ,safe,upward trend,Safe
VIZIANAGARAM,BHOGAPURAM ,safe,upward trend,Safe
VIZIANAGARAM,GAJAPATINAGARAM ,safe,upward trend,Safe
VIZIANAGARAM,GANTYADA ,safe,upward trend,Safe
VIZIANAGARAM,GARUGUBILLI ,Safe,upward trend,Safe
VIZIANAGARAM,GUMMALA LAXMIPURAM ,safe,upward trend,Safe
VIZIANAGARAM,JIYAMMAVALASA ,safe,upward trend,Safe
VIZIANAGARAM,KOMARADA ,safe,upward trend,Safe
VIZIANAGARAM,KOTHAVALASA ,safe,upward trend,Safe
VIZIANAGARAM,KURUPAM ,safe,upward trend,Safe
VIZIANAGARAM,MAKKUVA ,safe,upward trend,Safe
VIZIANAGARAM,NELLIMARLA ,safe,upward trend,Safe
VIZIANAGARAM,PACHIPENTA ,safe,upward trend,Safe
VIZIANAGARAM,PARVATHIPURAM ,safe,upward trend,Safe
VIZIANAGARAM,PUSAPATIREGA ,safe,upward trend,Safe
VIZIANAGARAM,SALURU ,safe,upward trend,Safe
VIZIANAGARAM,SEETHANAGARAM ,safe,upward trend,Safe
VIZIANAGARAM,THERLAM ,safe,upward trend,Safe
VIZIANAGARAM,VEPADA ,safe,upward trend,Safe
VIZIANAGARAM,BOBBILI ,semi-critical,upward trend,Safe
VIZIANAGARAM,LAKKAVARAPUKOTA ,semi-critical,upward trend,Safe
VIZIANAGARAM,VIZIANAGARAM ,semi-critical,upward trend,Safe
VIZIANAGARAM,BONDAPALLE ,safe,downward trend,Semi-critical
VIZIANAGARAM,SRUNGAVARAPUKOTA ,safe,downward trend,Semi-critical
WEST GODAVARI,BUTTAYAGUDEM ,over_exploited,upward trend,Critical
WEST GODAVARI,LINGAPALEM ,over_exploited,upward trend,Critical
WEST GODAVARI,NALLAJERLA ,over_exploited,upward trend,Critical
WEST GODAVARI,UNDI ,over-exploited,upward trend,Critical
WEST GODAVARI,VEERAVASARAM ,over-exploited,upward trend,Critical
WEST GODAVARI,NIDADAVOLE ,Saline,upward trend,NA
WEST GODAVARI,ACHANTA ,safe,upward trend,Safe
WEST GODAVARI,AKIVEEDU ,safe,upward trend,Safe
WEST GODAVARI,ATTILI ,safe,upward trend,Safe
WEST GODAVARI,BHIMAVARAM ,safe,upward trend,Safe
WEST GODAVARI,CHINTALAPUDI ,safe,upward trend,Safe
WEST GODAVARI,DENDULURU ,safe,upward trend,Safe
WEST GODAVARI,DEVARAPALLI_WGD ,safe,upward trend,Safe
WEST GODAVARI,DWARAKATIRUMALA ,safe,upward trend,Safe
WEST GODAVARI,ELURU ,safe,upward trend,Safe
WEST GODAVARI,GANAPAVARAM ,safe,upward trend,Safe
WEST GODAVARI,GOPALAPURAM ,safe,upward trend,Safe
WEST GODAVARI,IRAGAVARAM ,safe,upward trend,Safe
WEST GODAVARI,JANGAREDDIGUDEM ,safe,upward trend,Safe
WEST GODAVARI,KALLA ,safe,upward trend,Safe
WEST GODAVARI,KAMAVARAPUKOTA ,safe,upward trend,Safe
WEST GODAVARI,KOYYALAGUDEM ,safe,upward trend,Safe
WEST GODAVARI,NARSAPURAM ,safe,upward trend,Safe
WEST GODAVARI,NIDAMARRU ,safe,upward trend,Safe
WEST GODAVARI,PALAKODERU ,safe,upward trend,Safe
WEST GODAVARI,PEDAVEGI ,safe,upward trend,Safe
WEST GODAVARI,PODURU ,safe,upward trend,Safe
WEST GODAVARI,POLAVARAM ,safe,upward trend,Safe
WEST GODAVARI,TADEPALLIGUDEM ,safe,upward trend,Safe
WEST GODAVARI,TALLAPUDI ,safe,upward trend,Safe
WEST GODAVARI,UNDRAJAVARAM ,safe,upward trend,Safe
WEST GODAVARI,CHAGALLU ,semi-critical,upward trend,Safe
WEST GODAVARI,PEDAPADU ,semi-critical,upward trend,Safe
WEST GODAVARI,UNGUTURU_WGD ,semi-critical,upward trend,Safe
WEST GODAVARI,T. NARASAPURAM ,critical,upward trend,Semi-critical
WEST GODAVARI,JEELUGUMILLI ,safe,downward trend,Semi-critical
WEST GODAVARI,KOVVURU ,safe,downward trend,Semi-critical
WEST GODAVARI,MOGALTURU ,safe,downward trend,Semi-critical
WEST GODAVARI,PENUMANTRA ,safe,downward trend,Semi-critical
WEST GODAVARI,TANUKU ,safe,downward trend,Semi-critical
Y.S.R. Kadapa,VEERABALLI ,over_exploited,Upward trend,Critical
Y.S.R. Kadapa,MYDUKUR ,semi-critical,Downward trend,Critical
Y.S.R. Kadapa,GOPAVARAM ,Saline,Upward trend,NA
Y.S.R. Kadapa,KODURU ,Saline,Downward trend,NA
Y.S.R. Kadapa,ATLUR ,safe,Upward trend,Safe
Y.S.R. Kadapa,BADVEL ,safe,Upward trend,Safe
Y.S.R. Kadapa,BRAHMAMGARIMATHAM ,safe,Upward trend,Safe
Y.S.R. Kadapa,CHAPAD ,safe,Upward trend,Safe
Y.S.R. Kadapa,CHINNAMANDYAM ,safe,Upward trend,Safe
Y.S.R. Kadapa,CHINTAKOMMADINNE ,safe,Upward trend,Safe
Y.S.R. Kadapa,CHITVEL ,safe,Upward trend,Safe
Y.S.R. Kadapa,KALASAPADU ,safe,Upward trend,Safe
Y.S.R. Kadapa,KAMALAPURAM ,safe,Upward trend,Safe
Y.S.R. Kadapa,KASINAYANA ,safe,Upward trend,Safe
Y.S.R. Kadapa,LAKKIREDDIPALLE ,safe,Upward trend,Safe
Y.S.R. Kadapa,MUDDANUR ,safe,Upward trend,Safe
Y.S.R. Kadapa,NANDALURU ,Safe,Upward trend,Safe
Y.S.R. Kadapa,OBULAVARIPALLI ,safe,Upward trend,Safe
Y.S.R. Kadapa,PENAGALURU ,safe,Upward trend,Safe
Y.S.R. Kadapa,SIMHADRIPURAM ,safe,Upward trend,Safe
Y.S.R. Kadapa,T.SUNDUPALLI ,safe,Upward trend,Safe
Y.S.R. Kadapa,VEERAPANAYANIPALLE ,safe,Upward trend,Safe
Y.S.R. Kadapa,LINGALA ,semi-critical,Upward trend,Safe
Y.S.R. Kadapa,PRODDATUR ,semi-critical,Upward trend,Safe
Y.S.R. Kadapa,CHAKRAYAPETA ,critical,Upward trend,Semi-critical
Y.S.R. Kadapa,CHENNUR ,critical,Downward trend,Semi-critical
Y.S.R. Kadapa,RAJUPALEM_KDP ,critical,Upward trend,Semi-critical
Y.S.R. Kadapa,B.KODURU ,safe,Downward trend,Semi-critical
Y.S.R. Kadapa,CUDDAPAH ,safe,Downward trend,Semi-critical
Y.S.R. Kadapa,GALIVEEDU ,safe,Downward trend,Semi-critical
Y.S.R. Kadapa,KHAZIPET ,safe,Downward trend,Semi-critical
Y.S.R. Kadapa,KONDAPURAM_KDP ,safe,Downward trend,Semi-critical
Y.S.R. Kadapa,MYLAVARAM_KDP ,safe,Downward trend,Semi-critical
Y.S.R. Kadapa,PENDLIMARRI ,safe,Downward trend,Semi-critical
Y.S.R. Kadapa,THONDUR ,safe,Downward trend,Semi-critical
Y.S.R. Kadapa,VEMPALLI ,safe,Downward trend,Semi-critical
Y.S.R. Kadapa,VONTIMITTA ,safe,Downward trend,Semi-critical
